"","CRC","Date","Time","Latitude","Longitude","Fix","Alt(m)","Tag.ID.","Argos.ID.","Bat.ID."
"24","           OK",2023-09-18,"  04:59:44 PM",-18.5839481,48.0576134,"        3D",868,"58557","245091","ANA139"
"25","           OK",2023-09-18,"  05:59:28 PM",-18.5839481,48.0575371,"        3D",882,"58557","245091","ANA139"
"26","           OK",2023-09-18,"  06:59:12 PM",-18.5838718,48.0576897,"        3D",931,"58557","245091","ANA139"
"27","           OK",2023-09-18,"  07:58:56 PM",-18.5840759,48.0577393,"        2D",0,"58557","245091","ANA139"
"28","           OK",2023-09-18,"  09:02:56 PM",-18.5842056,48.0572548,"        3D",929,"58557","245091","ANA139"
"29","           OK",2023-09-18,"  10:02:40 PM",-18.5839233,48.05756,"        3D",889,"58557","245091","ANA139"
"30","           OK",2023-09-18,"  11:02:24 PM",-18.583847,48.0575371,"        3D",892,"58557","245091","ANA139"
"31","           OK",2023-09-19,"  12:02:08 AM",-18.5838985,48.0581245,"        2D",0,"58557","245091","ANA139"
"32","           OK",2023-09-19,"  01:01:52 AM",-18.5838985,48.0575867,"        3D",869,"58557","245091","ANA139"
"33","           OK",2023-09-19,"  03:01:20 AM",-18.5840263,48.0571518,"        3D",716,"58557","245091","ANA139"
"34","           OK",2023-09-19,"  04:01:04 AM",-18.5839481,48.0575371,"        3D",876,"58557","245091","ANA139"
"35","           OK",2023-09-19,"  08:59:44 AM",-18.5842056,48.0573044,"        3D",949,"58557","245091","ANA139"
"36","           OK",2023-09-19,"  03:02:24 PM",-18.5805435,48.0622215,"        3D",21,"58557","245091","ANA139"
"37","           OK",2023-09-19,"  04:02:08 PM",-18.587431,48.0595322,"        2D",0,"58557","245091","ANA139"
"38","           OK",2023-09-19,"  05:01:52 PM",-18.5839233,48.0576134,"        3D",874,"58557","245091","ANA139"
"39","           OK",2023-09-19,"  06:01:36 PM",-18.5840263,48.0575104,"        3D",848,"58557","245091","ANA139"
"40","           OK",2023-09-19,"  07:01:20 PM",-18.5840759,48.0576897,"        3D",827,"58557","245091","ANA139"
"41","           OK",2023-09-19,"  08:01:04 PM",-18.5897865,48.0580482,"        2D",0,"58557","245091","ANA139"
"42","           OK",2023-09-19,"  09:00:48 PM",-18.5839233,48.0574074,"        3D",922,"58557","245091","ANA139"
"43","           OK",2023-09-19,"  10:00:32 PM",-18.5839481,48.05756,"        3D",873,"58557","245091","ANA139"
"44","           OK",2023-09-19,"  11:00:16 PM",-18.5839996,48.0576897,"        3D",859,"58557","245091","ANA139"
"45","           OK",2023-09-20,"  12:00:00 AM",-18.5839996,48.0575104,"        3D",855,"58557","245091","ANA139"
"46","           OK",2023-09-20,"  12:59:44 AM",-18.5840263,48.057663,"        3D",892,"58557","245091","ANA139"
"47","           OK",2023-09-20,"  01:59:28 AM",-18.5896072,48.0535164,"        2D",0,"58557","245091","ANA139"
"48","           OK",2023-09-20,"  02:59:12 AM",-18.5838203,48.0576897,"        3D",857,"58557","245091","ANA139"
"49","           OK",2023-09-20,"  09:01:52 AM",-18.5840263,48.0574074,"        3D",876,"58557","245091","ANA139"
"50","           OK",2023-09-20,"  03:00:16 PM",-18.583437,48.0570221,"        3D",651,"58557","245091","ANA139"
"51","           OK",2023-09-20,"  04:00:00 PM",-18.5804672,48.0536194,"        2D",0,"58557","245091","ANA139"
"52","           OK",2023-09-20,"  04:59:44 PM",-18.5840511,48.0576401,"        3D",890,"58557","245091","ANA139"
"53","           OK",2023-09-20,"  05:59:28 PM",-18.5841026,48.0576897,"        3D",846,"58557","245091","ANA139"
"54","           OK",2023-09-20,"  06:59:12 PM",-18.58354,48.0569992,"        3D",1034,"58557","245091","ANA139"
"55","           OK",2023-09-20,"  07:58:56 PM",-18.5839233,48.0574837,"        3D",893,"58557","245091","ANA139"
"56","           OK",2023-09-20,"  09:02:56 PM",-18.5838985,48.0575104,"        3D",901,"58557","245091","ANA139"
"57","           OK",2023-09-20,"  10:02:40 PM",-18.5834103,48.0572815,"        3D",1035,"58557","245091","ANA139"
"58","           OK",2023-09-20,"  11:02:24 PM",-18.5839481,48.0574837,"        3D",880,"58557","245091","ANA139"
"59","           OK",2023-09-21,"  12:02:08 AM",-18.583847,48.0575371,"        3D",937,"58557","245091","ANA139"
"60","           OK",2023-09-21,"  01:01:52 AM",-18.5838985,48.0574837,"        3D",916,"58557","245091","ANA139"
"61","           OK",2023-09-21,"  02:01:36 AM",-18.5838718,48.0574341,"        3D",861,"58557","245091","ANA139"
"62","           OK",2023-09-21,"  03:01:20 AM",-18.5840263,48.0577393,"        3D",912,"58557","245091","ANA139"
"63","           OK",2023-10-06,"  09:01:52 AM",-18.5838985,48.0574608,"        3D",890,"58557","245091","ANA139"
"64","           OK",2023-10-06,"  03:00:16 PM",-18.5837193,48.057663,"        3D",909,"58557","245091","ANA139"
"1100","           OK",2023-09-25,"  06:01:36 PM",-18.6287746,48.0051842,"        3D",948,"58556","245090","ANA140"
"296","           OK",2023-09-25,"  09:00:48 PM",-18.6288261,48.0051079,"        3D",962,"58556","245090","ANA140"
"310","           OK",2023-09-25,"  10:00:32 PM",-18.6320248,48.0385666,"        3D",914,"58556","245090","ANA140"
"410","           OK",2023-09-25,"  11:00:16 PM",-18.6337147,48.0454521,"        3D",855,"58556","245090","ANA140"
"510","           OK",2023-09-26,"  12:00:00 AM",-18.6304646,48.0405388,"        2D",0,"58556","245090","ANA140"
"610","           OK",2023-09-26,"  01:59:28 AM",-18.5532551,48.1109123,"        3D",976,"58556","245090","ANA140"
"710","           OK",2023-09-26,"  02:59:12 AM",-18.5511799,48.1202049,"        3D",891,"58556","245090","ANA140"
"810","           OK",2023-09-26,"  03:58:56 AM",-18.5511303,48.1202049,"        3D",889,"58556","245090","ANA140"
"910","           OK",2023-09-26,"  09:01:52 AM",-18.5511551,48.1201782,"        3D",930,"58556","245090","ANA140"
"1010","           OK",2023-09-26,"  03:00:16 PM",-18.5510521,48.1197433,"        3D",937,"58556","245090","ANA140"
"1110","           OK",2023-09-26,"  05:59:28 PM",-18.6344318,48.0030098,"        2D",0,"58556","245090","ANA140"
"1210","           OK",2023-09-26,"  06:59:12 PM",-18.6316414,48.038517,"        3D",852,"58556","245090","ANA140"
"1310","           OK",2023-09-26,"  08:03:12 PM",-18.5991554,47.9649391,"        2D",0,"58556","245090","ANA140"
"1410","           OK",2023-09-26,"  09:02:56 PM",-18.6317692,48.0388489,"        3D",783,"58556","245090","ANA140"
"1510","           OK",2023-09-26,"  10:02:40 PM",-18.6105213,48.0742531,"        2D",0,"58556","245090","ANA140"
"1610","           OK",2023-09-27,"  01:01:52 AM",-18.631897,48.0574074,"        3D",865,"58556","245090","ANA140"
"1710","           OK",2023-09-27,"  03:01:20 AM",-18.5511799,48.1202049,"        3D",889,"58556","245090","ANA140"
"1810","           OK",2023-09-27,"  04:01:04 AM",-18.5512066,48.1201553,"        3D",893,"58556","245090","ANA140"
"1910","           OK",2023-09-27,"  08:59:44 AM",-18.5510788,48.1202545,"        3D",955,"58556","245090","ANA140"
"2010","           OK",2023-09-27,"  04:02:08 PM",-18.6289539,48.0053635,"        3D",980,"58556","245090","ANA140"
"2110","           OK",2023-09-27,"  05:01:52 PM",-18.6290302,48.0050049,"        3D",963,"58556","245090","ANA140"
"2210","           OK",2023-09-27,"  06:01:36 PM",-18.6259079,48.0054131,"        2D",0,"58556","245090","ANA140"
"2310","           OK",2023-09-27,"  07:01:20 PM",-18.6327934,48.0439949,"        3D",904,"58556","245090","ANA140"
"2410","           OK",2023-09-27,"  08:01:04 PM",-18.6355324,48.0423546,"        2D",0,"58556","245090","ANA140"
"2510","           OK",2023-09-27,"  10:00:32 PM",-18.6381187,48.0504456,"        2D",0,"58556","245090","ANA140"
"2610","           OK",2023-09-28,"  12:00:00 AM",-18.6339703,48.0451698,"        3D",866,"58556","245090","ANA140"
"2710","           OK",2023-09-28,"  12:59:44 AM",-18.6317177,48.0569992,"        3D",915,"58556","245090","ANA140"
"2810","           OK",2023-09-28,"  01:59:28 AM",-18.5588093,48.1023865,"        2D",0,"58556","245090","ANA140"
"297","           OK",2023-09-28,"  02:59:12 AM",-18.5512314,48.1201553,"        3D",927,"58556","245090","ANA140"
"301","           OK",2023-09-28,"  03:58:56 AM",-18.5511799,48.1201019,"        3D",940,"58556","245090","ANA140"
"311","           OK",2023-09-28,"  09:01:52 AM",-18.5595779,48.1186447,"        2D",0,"58556","245090","ANA140"
"321","           OK",2023-09-28,"  04:00:00 PM",-18.6486397,48.0794487,"        2D",0,"58556","245090","ANA140"
"331","           OK",2023-09-28,"  06:59:12 PM",-18.700531,47.9793549,"        3D",1134,"58556","245090","ANA140"
"341","           OK",2023-09-28,"  08:03:12 PM",-18.6328201,48.0439682,"        3D",915,"58556","245090","ANA140"
"351","           OK",2023-09-28,"  11:02:24 PM",-18.633997,48.0453758,"        3D",914,"58556","245090","ANA140"
"361","           OK",2023-09-29,"  01:01:52 AM",-18.6341496,48.0443535,"        3D",885,"58556","245090","ANA140"
"371","           OK",2023-09-29,"  03:01:20 AM",-18.5511551,48.1201553,"        3D",890,"58556","245090","ANA140"
"381","           OK",2023-09-29,"  04:01:04 AM",-18.5508995,48.139431,"        2D",0,"58556","245090","ANA140"
"391","           OK",2023-09-29,"  08:59:44 AM",-18.5116806,48.1039238,"        2D",0,"58556","245090","ANA140"
"401","           OK",2023-09-29,"  03:02:24 PM",-18.5509758,48.1197968,"        3D",947,"58556","245090","ANA140"
"411","           OK",2023-09-29,"  05:01:52 PM",-18.5790844,47.9936142,"        3D",148,"58556","245090","ANA140"
"421","           OK",2023-09-29,"  06:01:36 PM",-18.6319752,48.0384636,"        3D",913,"58556","245090","ANA140"
"431","           OK",2023-09-29,"  07:01:20 PM",-18.6339703,48.0452232,"        3D",868,"58556","245090","ANA140"
"441","           OK",2023-09-29,"  09:00:48 PM",-18.6335354,48.040844,"        2D",0,"58556","245090","ANA140"
"451","           OK",2023-09-29,"  10:00:32 PM",-18.6327686,48.0439415,"        3D",885,"58556","245090","ANA140"
"461","           OK",2023-09-29,"  11:00:16 PM",-18.6333313,48.0439186,"        2D",0,"58556","245090","ANA140"
"471","           OK",2023-09-30,"  12:00:00 AM",-18.632,48.0389748,"        3D",916,"58556","245090","ANA140"
"481","           OK",2023-09-30,"  01:59:28 AM",-18.5558662,48.1197701,"        3D",928,"58556","245090","ANA140"
"491","           OK",2023-09-30,"  03:58:56 AM",-18.5569153,48.122406,"        3D",943,"58556","245090","ANA140"
"501","           OK",2023-09-30,"  09:01:52 AM",-18.5512314,48.1201286,"        3D",902,"58556","245090","ANA140"
"511","           OK",2023-09-30,"  04:00:00 PM",-18.630106,48.0486031,"        3D",958,"58556","245090","ANA140"
"521","           OK",2023-09-30,"  05:59:28 PM",-18.6322823,48.0389519,"        3D",886,"58556","245090","ANA140"
"531","           OK",2023-09-30,"  06:59:12 PM",-18.6288261,48.0052872,"        3D",965,"58556","245090","ANA140"
"541","           OK",2023-09-30,"  09:02:56 PM",-18.6327419,48.0439949,"        3D",878,"58556","245090","ANA140"
"551","           OK",2023-09-30,"  10:02:40 PM",-18.6265221,48.0339317,"        2D",0,"58556","245090","ANA140"
"561","           OK",2023-09-30,"  11:02:24 PM",-18.6315899,48.0382347,"        2D",0,"58556","245090","ANA140"
"571","           OK",2023-10-01,"  02:01:36 AM",-18.557478,48.1229935,"        3D",898,"58556","245090","ANA140"
"581","           OK",2023-10-01,"  03:01:20 AM",-18.5511551,48.1201019,"        3D",922,"58556","245090","ANA140"
"591","           OK",2023-10-01,"  08:59:44 AM",-18.5511303,48.1202049,"        3D",906,"58556","245090","ANA140"
"601","           OK",2023-10-01,"  04:02:08 PM",-18.5784187,48.0013962,"        3D",1114,"58556","245090","ANA140"
"611","           OK",2023-10-01,"  05:01:52 PM",-18.5779076,47.9971199,"        3D",674,"58556","245090","ANA140"
"621","           OK",2023-10-01,"  07:01:20 PM",-18.5769596,48.0009079,"        3D",1117,"58556","245090","ANA140"
"631","           OK",2023-10-01,"  08:01:04 PM",-18.6322041,48.0388985,"        3D",872,"58556","245090","ANA140"
"641","           OK",2023-10-01,"  09:00:48 PM",-18.6338692,48.0452232,"        3D",898,"58556","245090","ANA140"
"65","           OK",2023-10-02,"  12:00:00 AM",-18.6271877,48.021389,"        3D",917,"58556","245090","ANA140"
"66","           OK",2023-10-02,"  12:59:44 AM",-18.6271095,48.0206223,"        3D",909,"58556","245090","ANA140"
"671","           OK",2023-10-02,"  01:59:28 AM",-18.5587578,48.1269875,"        2D",0,"58556","245090","ANA140"
"681","           OK",2023-10-02,"  04:03:12 AM",-18.5511303,48.1201286,"        3D",906,"58556","245090","ANA140"
"69","           OK",2023-10-02,"  09:01:52 AM",-18.5510521,48.1195908,"        3D",788,"58556","245090","ANA140"
"70","           OK",2023-10-02,"  03:00:16 PM",-18.5653114,48.1236115,"        3D",989,"58556","245090","ANA140"
"71","           OK",2023-10-02,"  05:59:28 PM",-18.5789318,47.9999123,"        3D",757,"58556","245090","ANA140"
"72","           OK",2023-10-02,"  06:59:12 PM",-18.6274185,48.0213623,"        2D",0,"58556","245090","ANA140"
"73","           OK",2023-10-02,"  07:58:56 PM",-18.6341,48.0451469,"        3D",876,"58556","245090","ANA140"
"74","           OK",2023-10-02,"  10:02:40 PM",-18.6404991,47.9757957,"        2D",0,"58556","245090","ANA140"
"75","           OK",2023-10-02,"  11:02:24 PM",-18.637991,47.9850616,"        3D",1114,"58556","245090","ANA140"
"76","           OK",2023-10-03,"  02:01:36 AM",-18.5511551,48.1201286,"        3D",898,"58556","245090","ANA140"
"77","           OK",2023-10-03,"  03:01:20 AM",-18.5573502,48.1228943,"        3D",909,"58556","245090","ANA140"
"78","           OK",2023-10-03,"  04:01:04 AM",-18.5512581,48.1201782,"        3D",874,"58556","245090","ANA140"
"79","           OK",2023-10-03,"  08:59:44 AM",-18.5518208,48.1158028,"        3D",949,"58556","245090","ANA140"
"80","           OK",2023-10-03,"  03:02:24 PM",-18.5485191,48.1079941,"        3D",886,"58556","245090","ANA140"
"81","           OK",2023-10-03,"  05:01:52 PM",-18.5780087,48.002037,"        3D",1069,"58556","245090","ANA140"
"82","           OK",2023-10-03,"  08:01:04 PM",-18.5778561,48.000885,"        3D",1099,"58556","245090","ANA140"
"83","           OK",2023-10-03,"  09:00:48 PM",-18.5778313,48.000885,"        3D",1089,"58556","245090","ANA140"
"84","           OK",2023-10-03,"  11:00:16 PM",-18.5767555,48.0006256,"        3D",1130,"58556","245090","ANA140"
"85","           OK",2023-10-04,"  12:00:00 AM",-18.5781879,48.0023422,"        3D",1057,"58556","245090","ANA140"
"86","           OK",2023-10-04,"  12:59:44 AM",-18.5781116,48.0022125,"        3D",1031,"58556","245090","ANA140"
"87","           OK",2023-10-04,"  02:59:12 AM",-18.5512314,48.1201553,"        3D",909,"58556","245090","ANA140"
"88","           OK",2023-10-04,"  03:58:56 AM",-18.5511799,48.1201782,"        3D",891,"58556","245090","ANA140"
"89","           OK",2023-10-04,"  09:01:52 AM",-18.5511799,48.1201553,"        3D",934,"58556","245090","ANA140"
"90","           OK",2023-10-04,"  03:00:16 PM",-18.5518456,48.1158257,"        3D",950,"58556","245090","ANA140"
"91","           OK",2023-10-04,"  04:00:00 PM",-18.5779076,48.0009079,"        3D",1107,"58556","245090","ANA140"
"92","           OK",2023-10-04,"  04:59:44 PM",-18.5778046,47.9993744,"        3D",886,"58556","245090","ANA140"
"93","           OK",2023-10-04,"  05:59:28 PM",-18.5778809,48.0008583,"        3D",1085,"58556","245090","ANA140"
"94","           OK",2023-10-04,"  06:59:12 PM",-18.5778313,48.000885,"        3D",1099,"58556","245090","ANA140"
"95","           OK",2023-10-04,"  08:03:12 PM",-18.5786743,47.996788,"        2D",0,"58556","245090","ANA140"
"96","           OK",2023-10-04,"  10:02:40 PM",-18.5885563,48.0054893,"        2D",0,"58556","245090","ANA140"
"97","           OK",2023-10-04,"  11:02:24 PM",-18.5779324,48.000885,"        3D",1044,"58556","245090","ANA140"
"98","           OK",2023-10-05,"  01:01:52 AM",-18.5769863,48.0012169,"        3D",1103,"58556","245090","ANA140"
"99","           OK",2023-10-05,"  02:01:36 AM",-18.5490055,48.0980606,"        3D",948,"58556","245090","ANA140"
"100","           OK",2023-10-05,"  04:01:04 AM",-18.5511551,48.1201286,"        3D",898,"58556","245090","ANA140"
"101","           OK",2023-10-05,"  08:59:44 AM",-18.5511799,48.1201286,"        3D",912,"58556","245090","ANA140"
"102","           OK",2023-10-05,"  03:02:24 PM",-18.5511551,48.1202316,"        3D",940,"58556","245090","ANA140"
"103","           OK",2023-10-05,"  04:02:08 PM",-18.5780087,48.0009346,"        3D",1114,"58556","245090","ANA140"
"104","           OK",2023-10-05,"  05:01:52 PM",-18.5778809,48.0009346,"        3D",1117,"58556","245090","ANA140"
"105","           OK",2023-10-05,"  06:01:36 PM",-18.5779076,48.000885,"        3D",1104,"58556","245090","ANA140"
"106","           OK",2023-10-05,"  07:01:20 PM",-18.5779591,48.0008583,"        3D",1084,"58556","245090","ANA140"
"107","           OK",2023-10-05,"  08:01:04 PM",-18.577446,48.0011406,"        2D",0,"58556","245090","ANA140"
"108","           OK",2023-10-05,"  09:00:48 PM",-18.5755272,48.0006523,"        3D",1122,"58556","245090","ANA140"
"109","           OK",2023-10-05,"  10:00:32 PM",-18.5779076,48.000885,"        3D",1104,"58556","245090","ANA140"
"110","           OK",2023-10-05,"  11:00:16 PM",-18.5794182,48.0043373,"        2D",0,"58556","245090","ANA140"
"111","           OK",2023-10-06,"  12:00:00 AM",-18.5778561,48.0010376,"        3D",1102,"58556","245090","ANA140"
"112","           OK",2023-10-06,"  12:59:44 AM",-18.5634937,48.037159,"        3D",960,"58556","245090","ANA140"
"113","           OK",2023-10-06,"  02:59:12 AM",-18.5511799,48.1202049,"        3D",898,"58556","245090","ANA140"
"114","           OK",2023-10-06,"  09:01:52 AM",-18.5510025,48.1197433,"        3D",950,"58556","245090","ANA140"
"115","           OK",2023-10-06,"  03:00:16 PM",-18.5511799,48.1201019,"        3D",896,"58556","245090","ANA140"
"116","           OK",2023-10-06,"  04:00:00 PM",-18.5769596,48.000885,"        3D",1123,"58556","245090","ANA140"
"117","           OK",2023-10-06,"  04:59:44 PM",-18.5778809,48.0010643,"        3D",1166,"58556","245090","ANA140"
"118","           OK",2023-10-06,"  06:59:12 PM",-18.5780087,48.0008049,"        3D",1116,"58556","245090","ANA140"
"119","           OK",2023-10-06,"  07:58:56 PM",-18.5769348,48.0004234,"        3D",1131,"58556","245090","ANA140"
"120","           OK",2023-10-06,"  08:58:40 PM",-18.5778809,48.0009079,"        3D",1095,"58556","245090","ANA140"
"121","           OK",2023-10-06,"  10:02:40 PM",-18.6328697,48.0438919,"        3D",878,"58556","245090","ANA140"
"122","           OK",2023-10-06,"  11:02:24 PM",-18.6262913,48.0205193,"        3D",654,"58556","245090","ANA140"
"123","           OK",2023-10-07,"  12:02:08 AM",-18.6327934,48.0440445,"        3D",914,"58556","245090","ANA140"
"124","           OK",2023-10-07,"  01:01:52 AM",-18.6318722,48.0569992,"        3D",924,"58556","245090","ANA140"
"125","           OK",2023-10-07,"  02:01:36 AM",-18.5511303,48.1201782,"        3D",910,"58556","245090","ANA140"
"126","           OK",2023-10-07,"  03:01:20 AM",-18.5512066,48.1201553,"        3D",910,"58556","245090","ANA140"
"127","           OK",2023-10-07,"  04:01:04 AM",-18.5511799,48.1201782,"        3D",907,"58556","245090","ANA140"
"128","           OK",2023-10-07,"  08:59:44 AM",-18.5511799,48.1201286,"        3D",903,"58556","245090","ANA140"
"129","           OK",2023-10-07,"  03:02:24 PM",-18.5511036,48.1200523,"        3D",951,"58556","245090","ANA140"
"130","           OK",2023-10-07,"  05:01:52 PM",-18.5769081,48.0009079,"        3D",1115,"58556","245090","ANA140"
"131","           OK",2023-10-07,"  06:01:36 PM",-18.5779076,48.000885,"        3D",1120,"58556","245090","ANA140"
"132","           OK",2023-10-07,"  07:01:20 PM",-18.5880966,48.0043144,"        2D",0,"58556","245090","ANA140"
"133","           OK",2023-10-07,"  08:01:04 PM",-18.5769348,47.9999619,"        3D",1132,"58556","245090","ANA140"
"134","           OK",2023-10-07,"  09:00:48 PM",-18.5778809,48.0008316,"        3D",1099,"58556","245090","ANA140"
"135","           OK",2023-10-07,"  11:00:16 PM",-18.5779324,48.000885,"        3D",1059,"58556","245090","ANA140"
"136","           OK",2023-10-08,"  12:00:00 AM",-18.5784702,48.0011139,"        3D",1164,"58556","245090","ANA140"
"137","           OK",2023-10-08,"  01:59:28 AM",-18.5511551,48.1201553,"        3D",906,"58556","245090","ANA140"
"138","           OK",2023-10-08,"  03:58:56 AM",-18.5511799,48.1200752,"        3D",922,"58556","245090","ANA140"
"139","           OK",2023-10-08,"  09:01:52 AM",-18.5513344,48.1200523,"        3D",932,"58556","245090","ANA140"
"140","           OK",2023-10-08,"  03:00:16 PM",-18.550951,48.1197166,"        3D",932,"58556","245090","ANA140"
"141","           OK",2023-10-08,"  04:00:00 PM",-18.5779324,48.0009079,"        3D",1127,"58556","245090","ANA140"
"142","           OK",2023-10-08,"  04:59:44 PM",-18.5778313,48.0008583,"        3D",1114,"58556","245090","ANA140"
"143","           OK",2023-10-08,"  05:59:28 PM",-18.5779839,48.0010109,"        3D",1063,"58556","245090","ANA140"
"144","           OK",2023-10-08,"  06:59:12 PM",-18.5778809,48.0009613,"        3D",1120,"58556","245090","ANA140"
"145","           OK",2023-10-08,"  08:03:12 PM",-18.5775223,47.9918709,"        2D",0,"58556","245090","ANA140"
"146","           OK",2023-10-08,"  09:02:56 PM",-18.5768833,48.0012398,"        3D",1088,"58556","245090","ANA140"
"147","           OK",2023-10-08,"  10:02:40 PM",-18.5766525,48.0000648,"        3D",1138,"58556","245090","ANA140"
"148","           OK",2023-10-09,"  01:01:52 AM",-18.5664902,48.0500107,"        3D",996,"58556","245090","ANA140"
"149","           OK",2023-10-09,"  03:01:20 AM",-18.5587063,48.1211281,"        2D",0,"58556","245090","ANA140"
"150","           OK",2023-10-09,"  04:01:04 AM",-18.5511799,48.1203346,"        3D",878,"58556","245090","ANA140"
"151","           OK",2023-10-09,"  08:59:44 AM",-18.5510788,48.1202049,"        3D",910,"58556","245090","ANA140"
"152","           OK",2023-10-09,"  03:02:24 PM",-18.5511303,48.1202316,"        3D",902,"58556","245090","ANA140"
"153","           OK",2023-10-09,"  04:02:08 PM",-18.6299782,48.0486031,"        3D",953,"58556","245090","ANA140"
"154","           OK",2023-10-09,"  07:01:20 PM",-18.5779076,48.0009079,"        3D",1096,"58556","245090","ANA140"
"155","           OK",2023-10-09,"  08:01:04 PM",-18.5778046,48.0008316,"        3D",1126,"58556","245090","ANA140"
"156","           OK",2023-10-09,"  09:00:48 PM",-18.5777283,48.0017776,"        3D",1131,"58556","245090","ANA140"
"157","           OK",2023-10-09,"  10:00:32 PM",-18.5766525,48.0001907,"        3D",1152,"58556","245090","ANA140"
"158","           OK",2023-10-09,"  11:00:16 PM",-18.5779076,48.000885,"        3D",1080,"58556","245090","ANA140"
"159","           OK",2023-10-10,"  12:00:00 AM",-18.5779324,48.0009346,"        3D",1085,"58556","245090","ANA140"
"160","           OK",2023-10-10,"  12:59:44 AM",-18.5647488,48.0694923,"        3D",908,"58556","245090","ANA140"
"161","           OK",2023-10-10,"  01:59:28 AM",-18.5512066,48.1201782,"        3D",882,"58556","245090","ANA140"
"162","           OK",2023-10-10,"  02:59:12 AM",-18.5511036,48.1201553,"        3D",925,"58556","245090","ANA140"
"163","           OK",2023-10-10,"  09:01:52 AM",-18.5509758,48.1201286,"        3D",898,"58556","245090","ANA140"
"164","           OK",2023-10-10,"  03:00:16 PM",-18.5512581,48.119976,"        3D",908,"58556","245090","ANA140"
"165","           OK",2023-10-10,"  04:00:00 PM",-18.5778809,48.000885,"        3D",1115,"58556","245090","ANA140"
"166","           OK",2023-10-10,"  04:59:44 PM",-18.5786743,48.0037766,"        2D",0,"58556","245090","ANA140"
"167","           OK",2023-10-10,"  05:59:28 PM",-18.5737095,47.9995003,"        2D",0,"58556","245090","ANA140"
"168","           OK",2023-10-10,"  06:59:12 PM",-18.5766792,48.0001678,"        3D",1151,"58556","245090","ANA140"
"169","           OK",2023-10-10,"  07:58:56 PM",-18.5778046,48.0008316,"        3D",1088,"58556","245090","ANA140"
"170","           OK",2023-10-10,"  08:58:40 PM",-18.5778561,48.000885,"        3D",1099,"58556","245090","ANA140"
"171","           OK",2023-10-10,"  10:02:40 PM",-18.5778809,48.0008583,"        3D",1095,"58556","245090","ANA140"
"172","           OK",2023-10-10,"  11:02:24 PM",-18.5778809,48.0008316,"        3D",1087,"58556","245090","ANA140"
"173","           OK",2023-10-11,"  12:02:08 AM",-18.5777798,48.0009346,"        3D",1117,"58556","245090","ANA140"
"174","           OK",2023-10-11,"  01:01:52 AM",-18.564621,48.0697746,"        3D",900,"58556","245090","ANA140"
"175","           OK",2023-10-11,"  03:01:20 AM",-18.5511551,48.1201286,"        3D",939,"58556","245090","ANA140"
