Date,Animal-ID,Latitude,Longitude,Altitude,Time,Timestamp
9/15/06,A2,-18.52089,48.16072,916,18:00,9/15/06 18:00
9/15/06,A2,-18.52089,48.16072,916,18:10,9/15/06 18:10
9/15/06,A2,-18.52089,48.16072,916,18:10,9/15/06 18:10
9/15/06,A2,-18.52089,48.16072,916,18:15,9/15/06 18:15
9/15/06,A2,-18.52089,48.16072,916,18:15,9/15/06 18:15
9/15/06,A2,-18.52089,48.16072,916,18:25,9/15/06 18:25
9/15/06,A2,-18.52089,48.16072,916,18:25,9/15/06 18:25
9/15/06,A2,-18.5192,48.15913,899,18:50,9/15/06 18:50
9/15/06,A2,-18.52508,48.16219,921,19:00,9/15/06 19:00
9/15/06,A2,-18.52508,48.16219,921,19:00,9/15/06 19:00
9/15/06,A2,-18.47995,48.12742,908,19:10,9/15/06 19:10
9/15/06,A2,-18.47995,48.12742,908,19:20,9/15/06 19:20
9/15/06,A2,-18.47995,48.12742,908,19:20,9/15/06 19:20
9/15/06,A2,-18.47995,48.12742,908,19:40,9/15/06 19:40
9/15/06,A2,-18.47995,48.12742,908,19:40,9/15/06 19:40
9/15/06,A2,-18.47995,48.12742,908,19:50,9/15/06 19:50
9/15/06,A2,-18.47995,48.12742,908,19:50,9/15/06 19:50
9/15/06,A2,-18.47995,48.12742,908,20:00,9/15/06 20:00
9/15/06,A2,-18.47995,48.12742,908,20:00,9/15/06 20:00
9/15/06,A2,-18.47995,48.12742,908,20:10,9/15/06 20:10
9/15/06,A2,-18.47995,48.12742,908,20:10,9/15/06 20:10
9/15/06,A2,-18.47995,48.12742,908,20:30,9/15/06 20:30
9/15/06,A2,-18.47995,48.12742,908,20:30,9/15/06 20:30
9/15/06,A2,-18.47995,48.12742,908,20:50,9/15/06 20:50
9/15/06,A2,-18.47995,48.12742,908,20:50,9/15/06 20:50
9/15/06,A2,-18.47995,48.12742,908,21:00,9/15/06 21:00
9/15/06,A2,-18.47995,48.12742,908,21:00,9/15/06 21:00
9/15/06,A2,-18.47995,48.12742,908,21:10,9/15/06 21:10
9/15/06,A2,-18.47995,48.12742,908,21:10,9/15/06 21:10
10/22/06,A2,-18.5221,48.16429,906,19:05,10/22/06 19:05
10/23/06,A2,-18.51455,48.1615,932,18:10,10/23/06 18:10
10/23/06,A2,-18.51455,48.1615,932,18:10,10/23/06 18:10
10/23/06,A2,-18.51086,48.13564,932,21:45,10/23/06 21:45
10/21/06,A6,-18.52088,48.15136,874,21:40,10/21/06 21:40
10/23/06,A6,-18.51828,48.16153,917,18:35,10/23/06 18:35
10/31/06,A6,-18.58139,48.1347,933,19:30,10/31/06 19:30
10/21/06,A6,-18.52088,48.15136,874,21:40,10/21/06 21:40
10/23/06,A6,-18.51455,48.1615,932,18:35,10/23/06 18:35
10/23/06,A6,-18.51455,48.1615,932,18:45,10/23/06 18:45
10/23/06,A6,-18.51455,48.1615,932,18:45,10/23/06 18:45
10/31/06,A6,-18.58139,48.1347,933,19:30,10/31/06 19:30
8/15/06,A8,-18.5225,48.15556,931,18:40,8/15/06 18:40
8/15/06,A8,-18.52508,48.16219,921,19:00,8/15/06 19:00
9/15/06,A8,-18.51455,48.1615,932,18:05,9/15/06 18:05
9/15/06,A8,-18.52508,48.16219,921,18:35,9/15/06 18:35
9/15/06,A8,-18.52508,48.16219,921,18:55,9/15/06 18:55
10/21/06,A8,-18.52256,48.16144,914,21:15,10/21/06 21:15
10/22/06,A8,-18.5185,48.16673,924,18:35,10/22/06 18:35
10/23/06,A8,-18.5195,48.164,916,18:15,10/23/06 18:15
1/25/07,A8,-18.52508,48.16219,921,19:00,1/25/07 19:00
1/31/07,A8,-18.47497,48.14156,942,20:35,1/31/07 20:35
2/1/07,A8,-18.52089,48.16072,916,3:50,2/1/07 3:50
8/15/06,A8,-18.52508,48.16219,921,18:40,8/15/06 18:40
8/15/06,A8,-18.52508,48.16219,921,18:40,8/15/06 18:40
8/15/06,A8,-18.52508,48.16219,921,19:00,8/15/06 19:00
8/15/06,A8,-18.52508,48.16219,921,19:00,8/15/06 19:00
9/12/06,A8,-18.52508,48.16219,921,18:00,9/12/06 18:00
9/12/06,A8,-18.52508,48.16219,921,18:00,9/12/06 18:00
9/15/06,A8,-18.52089,48.16072,916,18:05,9/15/06 18:05
9/15/06,A8,-18.52508,48.16219,921,18:35,9/15/06 18:35
9/15/06,A8,-18.52508,48.16219,921,18:45,9/15/06 18:45
9/15/06,A8,-18.52508,48.16219,921,18:45,9/15/06 18:45
9/15/06,A8,-18.52508,48.16219,921,18:55,9/15/06 18:55
10/21/06,A8,-18.47354,48.12596,897,18:15,10/21/06 18:15
10/21/06,A8,-18.47354,48.12596,897,18:15,10/21/06 18:15
10/21/06,A8,-18.52256,48.16144,914,21:15,10/21/06 21:15
10/22/06,A8,-18.51455,48.1615,932,18:15,10/22/06 18:15
10/22/06,A8,-18.51455,48.1615,932,18:15,10/22/06 18:15
10/22/06,A8,-18.51455,48.1615,932,18:15,10/22/06 18:15
10/22/06,A8,-18.5185,48.16673,924,18:35,10/22/06 18:35
10/23/06,A8,-18.51455,48.1615,932,18:15,10/23/06 18:15
10/23/06,A8,-18.51455,48.1615,932,20:15,10/23/06 20:15
10/23/06,A8,-18.45631,48.279,932,19:10,10/23/06 19:10
10/23/06,A8,-18.46031,48.14156,932,19:20,10/23/06 19:20
10/23/06,A8,-18.57089,48.15844,932,19:30,10/23/06 19:30
10/21/06,B11,-18.52296,48.15696,879,20:50,10/21/06 20:50
10/21/06,B11,-18.52594,48.157,922,20:50,10/21/06 20:50
10/21/06,B11,-18.51724,48.14783,922,21:50,10/21/06 21:50
10/23/06,B11,-18.52339,48.16033,916,19:20,10/23/06 19:20
10/23/06,B11,-18.52089,48.15433,925,19:40,10/23/06 19:40
10/23/06,B11,-18.52022,48.15922,925,21:30,10/23/06 21:30
10/24/06,B11,-18.52261,48.16294,914,19:20,10/24/06 19:20
10/31/06,B11,-18.5813,48.13519,902,21:00,10/31/06 21:00
10/31/06,B11,-18.58123,48.1353,930,21:31,10/31/06 21:31
10/31/06,B11,-18.58086,48.13508,907,21:42,10/31/06 21:42
10/31/06,B11,-18.5813,48.13519,902,21:45,10/31/06 21:45
10/31/06,B11,-18.58123,48.1353,930,21:48,10/31/06 21:48
10/31/06,B11,-18.58123,48.1353,930,21:56,10/31/06 21:56
9/18/06,B11,-18.47354,48.12596,897,18:00,9/18/06 18:00
9/18/06,B11,-18.47354,48.12596,897,18:00,9/18/06 18:00
9/18/06,B11,-18.47354,48.12596,897,18:10,9/18/06 18:10
9/18/06,B11,-18.47354,48.12596,897,18:10,9/18/06 18:10
9/18/06,B11,-18.47354,48.12596,897,18:20,9/18/06 18:20
9/18/06,B11,-18.47354,48.12596,897,18:20,9/18/06 18:20
9/18/06,B11,-18.47354,48.12596,897,18:30,9/18/06 18:30
9/18/06,B11,-18.47354,48.12596,897,18:30,9/18/06 18:30
9/18/06,B11,-18.47354,48.12596,897,18:40,9/18/06 18:40
9/18/06,B11,-18.47354,48.12596,897,18:40,9/18/06 18:40
9/18/06,B11,-18.47354,48.12596,897,18:50,9/18/06 18:50
9/18/06,B11,-18.47354,48.12596,897,18:50,9/18/06 18:50
9/18/06,B11,-18.47354,48.12596,897,19:00,9/18/06 19:00
9/18/06,B11,-18.47354,48.12596,897,19:00,9/18/06 19:00
10/21/06,B11,-18.51724,48.14783,922,21:50,10/21/06 21:50
10/22/06,B11,-18.51455,48.1615,932,18:45,10/22/06 18:45
10/22/06,B11,-18.5185,48.16673,954,18:45,10/22/06 18:45
10/22/06,B11,-18.5221,48.16429,906,19:40,10/22/06 19:40
10/22/06,B11,-18.5221,48.16429,906,19:40,10/22/06 19:40
10/22/06,B11,-18.51455,48.1615,932,21:30,10/22/06 21:30
10/22/06,B11,-18.51455,48.1615,932,21:30,10/22/06 21:30
10/23/06,B11,-18.51455,48.1615,932,18:25,10/23/06 18:25
10/23/06,B11,-18.51455,48.1615,932,18:25,10/23/06 18:25
10/23/06,B11,-18.51455,48.1615,932,18:45,10/23/06 18:45
10/23/06,B11,-18.51455,48.1615,932,18:45,10/23/06 18:45
10/23/06,B11,-18.52339,48.16033,916,19:20,10/23/06 19:20
10/23/06,B11,-18.52089,48.15433,925,19:40,10/23/06 19:40
10/23/06,B11,-18.51455,48.1615,932,21:30,10/23/06 21:30
10/24/06,B11,-18.51455,48.1615,932,19:20,10/24/06 19:20
10/24/06,B11,-18.51455,48.1615,932,20:15,10/24/06 20:15
10/24/06,B11,-18.51455,48.1615,932,21:10,10/24/06 21:10
10/24/06,B11,-18.51455,48.1615,932,21:10,10/24/06 21:10
10/31/06,B11,-18.58139,48.1347,933,20:40,10/31/06 20:40
10/31/06,B11,-18.58139,48.1347,933,20:40,10/31/06 20:40
10/31/06,B11,-18.5813,48.13519,902,21:00,10/31/06 21:00
10/31/06,B11,-18.5813,48.13519,902,21:31,10/31/06 21:31
10/31/06,B11,-18.5813,48.13519,902,21:42,10/31/06 21:42
10/31/06,B11,-18.5813,48.13519,902,21:45,10/31/06 21:45
10/31/06,B11,-18.5813,48.13519,902,21:46,10/31/06 21:46
10/31/06,B11,-18.5813,48.13519,902,21:51,10/31/06 21:51
10/31/06,B11,-18.58123,48.1353,930,21:56,10/31/06 21:56
10/21/06,B13,-18.51464,48.16231,929,18:25,10/21/06 18:25
1/26/07,B13,-18.48211,48.16553,923,2:40,1/26/07 2:40
1/26/07,B13,-18.49333,48.16742,930,3:20,1/26/07 3:20
1/26/07,B13,-18.49736,48.16694,938,3:20,1/26/07 3:20
1/26/07,B13,-18.51444,48.16836,917,4:00,1/26/07 4:00
1/31/07,B13,-18.47469,48.14156,929,20:35,1/31/07 20:35
1/31/07,B13,-18.52508,48.16219,921,21:10,1/31/07 21:10
1/31/07,B13,-18.47469,48.14156,948,21:15,1/31/07 21:15
1/31/07,B13,-18.49175,48.16097,949,21:55,1/31/07 21:55
1/31/07,B13,-18.47469,48.14156,961,23:15,1/31/07 23:15
1/31/07,B13,-18.60271,48.23113,923,23:15,1/31/07 23:15
2/1/07,B13,-18.60269,48.23108,938,1:55,2/1/07 1:55
2/1/07,B13,-18.48233,48.14533,940,3:15,2/1/07 3:15
9/13/06,B13,-18.52089,48.16072,916,18:20,9/13/06 18:20
9/13/06,B13,-18.52089,48.16072,916,18:20,9/13/06 18:20
9/18/06,B13,-18.47354,48.12596,897,18:15,9/18/06 18:15
9/18/06,B13,-18.47354,48.12596,897,18:15,9/18/06 18:15
9/18/06,B13,-18.47354,48.12596,897,18:35,9/18/06 18:35
9/18/06,B13,-18.47354,48.12596,897,18:35,9/18/06 18:35
9/18/06,B13,-18.47354,48.12596,897,18:45,9/18/06 18:45
9/18/06,B13,-18.47354,48.12596,897,18:45,9/18/06 18:45
9/18/06,B13,-18.47354,48.12596,897,18:55,9/18/06 18:55
9/18/06,B13,-18.47354,48.12596,897,18:55,9/18/06 18:55
10/22/06,B13,-18.51455,48.1615,932,18:25,10/22/06 18:25
10/22/06,B13,-18.51455,48.1615,932,18:25,10/22/06 18:25
10/23/06,B13,-18.51455,48.1615,932,18:25,10/23/06 18:25
10/23/06,B13,-18.48236,48.14428,932,19:10,10/23/06 19:10
10/23/06,B13,-18.48083,48.14789,932,21:10,10/23/06 21:10
10/23/06,B13,-18.49989,48.13861,932,21:20,10/23/06 21:20
10/23/06,B13,-18.5405,48.17447,932,21:30,10/23/06 21:30
10/23/06,B13,-18.52386,48.17211,932,21:40,10/23/06 21:40
10/23/06,B13,-18.48031,48.16317,932,21:45,10/23/06 21:45
10/23/06,B13,-18.49467,48.10092,932,21:50,10/23/06 21:50
10/23/06,B13,-18.49772,48.12686,932,22:00,10/23/06 22:00
10/23/06,B13,-18.49683,48.11778,932,22:10,10/23/06 22:10
10/23/06,B13,-18.51606,48.13197,932,22:20,10/23/06 22:20
10/23/06,B13,-18.52108,48.13672,932,22:25,10/23/06 22:25
10/23/06,B13,-18.50475,48.10906,932,22:30,10/23/06 22:30
10/23/06,B13,-18.55378,48.17025,932,22:35,10/23/06 22:35
10/23/06,B13,-18.54275,48.14353,932,22:40,10/23/06 22:40
9/17/06,B15,-18.47995,48.12742,908,18:15,9/17/06 18:15
9/17/06,B15,-18.4809,48.10538,944,19:55,9/17/06 19:55
9/17/06,B15,-18.47167,48.10782,918,20:05,9/17/06 20:05
9/17/06,B15,-18.48448,48.11806,945,20:15,9/17/06 20:15
9/17/06,B15,-18.48448,48.11806,945,20:15,9/17/06 20:15
9/17/06,B15,-18.47925,48.13307,880,20:25,9/17/06 20:25
9/17/06,B15,-18.47373,48.13088,903,20:35,9/17/06 20:35
9/17/06,B15,-18.47853,48.12141,932,21:05,9/17/06 21:05
9/17/06,B15,-18.47463,48.13912,923,21:45,9/17/06 21:45
9/17/06,B15,-18.47354,48.12596,897,21:45,9/17/06 21:45
9/12/06,B15,-18.51139,48.15689,888,19:35,9/12/06 19:35
9/12/06,B15,-18.51139,48.15689,888,19:35,9/12/06 19:35
9/12/06,B15,-18.51139,48.15689,888,20:25,9/12/06 20:25
9/12/06,B15,-18.51139,48.15689,888,20:25,9/12/06 20:25
9/17/06,B15,-18.4809,48.10538,944,18:15,9/17/06 18:15
9/17/06,B15,-18.48086,48.10531,989,19:55,9/17/06 19:55
9/17/06,B15,-18.48086,48.10531,989,20:05,9/17/06 20:05
9/17/06,B15,-18.47372,48.13093,903,20:25,9/17/06 20:25
9/17/06,B15,-18.48303,48.12627,913,20:35,9/17/06 20:35
9/17/06,B15,-18.47853,48.12141,932,20:55,9/17/06 20:55
9/17/06,B15,-18.47853,48.12141,932,20:55,9/17/06 20:55
9/17/06,B15,-18.47463,48.13912,923,21:05,9/17/06 21:05
9/14/06,B3,-18.51719,48.15535,887,21:20,9/14/06 21:20
8/15/06,B3,-18.52508,48.16219,921,18:50,8/15/06 18:50
8/15/06,B3,-18.52508,48.16219,921,18:50,8/15/06 18:50
8/15/06,B3,-18.54336,48.16831,916,19:30,8/15/06 19:30
8/15/06,B3,-18.54336,48.16831,916,19:30,8/15/06 19:30
9/14/06,B3,-18.52089,48.16072,916,21:20,9/14/06 21:20
10/22/06,C15,-18.51455,48.1615,932,18:30,10/22/06 18:30
10/28/06,C15,-18.49298,48.11973,954,19:45,10/28/06 19:45
10/22/06,C15,-18.5185,48.16673,924,18:30,10/22/06 18:30
10/28/06,C15,-18.49298,48.11973,954,19:45,10/28/06 19:45
8/14/06,C6,-18.51586,48.15339,880,19:50,8/14/06 19:50
8/17/06,C6,-18.47078,48.17269,931,19:17,8/17/06 19:17
8/17/06,C6,-18.46877,48.17177,888,19:17,8/17/06 19:17
9/13/06,C6,-18.51455,48.1615,932,18:15,9/13/06 18:15
9/14/06,C6,-18.50908,48.14411,876,18.15,10/2/06 3:36
9/17/06,C6,-18.48303,48.12627,913,20:40,9/17/06 20:40
10/22/06,C6,-18.51455,48.1615,932,18:05,10/22/06 18:05
10/24/06,C6,-18.52231,48.16117,921,20:50,10/24/06 20:50
10/28/06,C6,-18.48244,48.14125,912,18:30,10/28/06 18:30
8/14/06,C6,-18.5152,48.15139,880,18:30,8/14/06 18:30
8/14/06,C6,-18.5152,48.15139,880,18:30,8/14/06 18:30
8/14/06,C6,-18.51586,48.15339,880,19:30,8/14/06 19:30
8/14/06,C6,-18.51586,48.15339,880,19:50,8/14/06 19:50
8/17/06,C6,-18.47078,48.17269,931,19:17,8/17/06 19:17
9/13/06,C6,-18.52089,48.16072,916,18:15,9/13/06 18:15
9/16/06,C6,-18.47995,48.12742,908,18:00,9/16/06 18:00
9/16/06,C6,-18.47995,48.12742,908,18:20,9/16/06 18:20
9/17/06,C6,-18.4809,48.10538,944,18:30,9/17/06 18:30
9/17/06,C6,-18.4809,48.10538,944,18:40,9/17/06 18:40
9/17/06,C6,-18.47425,48.13036,989,20:30,9/17/06 20:30
9/17/06,C6,-18.47853,48.12141,932,20:40,9/17/06 20:40
10/21/06,C6,-18.47354,48.12596,897,18:05,10/21/06 18:05
10/24/06,C6,-18.51455,48.1615,932,20:50,10/24/06 20:50
